Position, Messreihe #1
Zeit ( s )	Position ( m )
9,4450E-4	0,325
0,0259	0,325
0,0509	0,325
0,0759	0,325
0,1009	0,325
0,1259	0,325
0,1509	0,325
0,1759	0,325
0,2009	0,325
0,2259	0,325
0,2509	0,324
0,2759	0,324
0,3009	0,324
0,3259	0,324
0,3509	0,324
0,3759	0,324
0,4009	0,324
0,4259	0,324
0,4509	0,323
0,4759	0,323
0,5009	0,323
0,5259	0,323
0,5509	0,322
0,5759	0,322
0,6009	0,322
0,6259	0,322
0,6509	0,322
0,6759	0,321
0,7009	0,321
0,7259	0,321
0,7509	0,320
0,7759	0,320
0,8009	0,319
0,8259	0,319
0,8509	0,319
0,8759	0,318
0,9009	0,318
0,9259	0,317
0,9509	0,316
0,9759	0,316
1,0009	0,315
1,0259	0,314
1,0509	0,314
1,0759	0,313
1,1009	0,312
1,1259	0,311
1,1509	0,310
1,1759	0,309
1,2009	0,308
1,2259	0,307
1,2509	0,306
1,2759	0,305
1,3009	0,304
1,3259	0,303
1,3509	0,302
1,3759	0,301
1,4009	0,299
1,4259	0,298
1,4509	0,297
1,4759	0,296
1,5009	0,295
1,5259	0,294
1,5509	0,293
1,5758	0,291
1,6008	0,290
1,6258	0,289
1,6508	0,288
1,6758	0,287
1,7008	0,286
1,7258	0,286
1,7508	0,285
1,7758	0,284
1,8008	0,283
1,8258	0,283
1,8508	0,282
1,8758	0,282
1,9008	0,282
1,9258	0,281
1,9508	0,281
1,9758	0,281
2,0008	0,282
2,0258	0,282
2,0508	0,282
2,0758	0,283
2,1008	0,283
2,1258	0,284
2,1508	0,285
2,1758	0,286
2,2008	0,287
2,2258	0,288
2,2508	0,289
2,2758	0,291
2,3009	0,293
2,3259	0,294
2,3509	0,296
2,3759	0,298
2,4009	0,300
2,4259	0,302
2,4509	0,304
2,4759	0,306
2,5009	0,308
2,5259	0,311
2,5509	0,313
2,5759	0,315
2,6009	0,318
2,6259	0,320
2,6509	0,322
2,6759	0,325
2,7010	0,327
2,7260	0,330
2,7510	0,332
2,7760	0,335
2,8010	0,337
2,8260	0,339
2,8510	0,341
2,8760	0,343
2,9010	0,345
2,9260	0,347
2,9510	0,350
2,9760	0,352
3,0010	0,353
3,0260	0,354
3,0510	0,355
3,0760	0,356
3,1010	0,356
3,1260	0,357
3,1510	0,357
3,1760	0,357
3,2010	0,357
3,2260	0,357
3,2510	0,356
3,2760	0,355
3,3010	0,354
3,3260	0,353
3,3510	0,352
3,3760	0,350
3,4010	0,348
3,4260	0,346
3,4510	0,343
3,4760	0,340
3,5010	0,337
3,5260	0,335
3,5510	0,332
3,5760	0,329
3,6009	0,326
3,6259	0,323
3,6509	0,320
3,6759	0,316
3,7009	0,313
3,7259	0,309
3,7509	0,306
3,7759	0,302
3,8009	0,299
3,8259	0,295
3,8508	0,292
3,8758	0,288
3,9008	0,285
3,9258	0,281
3,9508	0,278
3,9758	0,275
4,0008	0,272
4,0258	0,269
4,0508	0,266
4,0758	0,263
4,1008	0,261
4,1258	0,259
4,1507	0,256
4,1757	0,255
4,2007	0,253
4,2257	0,251
4,2507	0,250
4,2757	0,249
4,3007	0,249
4,3257	0,248
4,3507	0,248
4,3757	0,248
4,4007	0,249
4,4257	0,250
4,4507	0,250
4,4757	0,252
4,5007	0,253
4,5257	0,255
4,5507	0,257
4,5758	0,259
4,6008	0,262
4,6258	0,265
4,6508	0,268
4,6758	0,271
4,7008	0,274
4,7258	0,278
4,7508	0,282
4,7758	0,286
4,8008	0,290
4,8259	0,294
4,8509	0,298
4,8759	0,303
4,9009	0,307
4,9259	0,312
4,9509	0,316
4,9759	0,321
5,0009	0,326
5,0260	0,330
5,0510	0,335
5,0760	0,339
5,1010	0,344
5,1260	0,348
5,1510	0,354
5,1760	0,358
5,2011	0,362
5,2261	0,365
5,2511	0,369
5,2761	0,372
5,3011	0,375
5,3261	0,377
5,3511	0,380
5,3761	0,382
5,4011	0,383
5,4261	0,385
5,4511	0,386
5,4761	0,386
5,5011	0,387
5,5261	0,387
5,5511	0,387
5,5761	0,386
5,6011	0,385
5,6261	0,384
5,6511	0,382
5,6761	0,380
5,7011	0,378
5,7261	0,376
5,7511	0,373
5,7761	0,369
5,8011	0,366
5,8261	0,362
5,8510	0,358
5,8760	0,354
5,9010	0,350
5,9260	0,343
5,9510	0,338
5,9760	0,333
6,0010	0,328
6,0259	0,323
6,0509	0,317
6,0759	0,312
6,1009	0,307
6,1259	0,301
6,1509	0,296
6,1758	0,290
6,2008	0,285
6,2258	0,280
6,2508	0,275
6,2758	0,270
6,3008	0,265
6,3258	0,260
6,3507	0,256
6,3757	0,251
6,4007	0,247
6,4257	0,243
6,4507	0,240
6,4757	0,237
6,5007	0,234
6,5257	0,231
6,5507	0,229
6,5757	0,227
6,6007	0,226
6,6257	0,225
6,6507	0,224
6,6756	0,223
6,7006	0,223
6,7257	0,224
6,7507	0,225
6,7757	0,226
6,8007	0,228
6,8257	0,229
6,8507	0,232
6,8757	0,234
6,9007	0,237
6,9257	0,241
6,9507	0,245
6,9757	0,249
7,0007	0,253
7,0257	0,257
7,0508	0,262
7,0758	0,267
7,1008	0,273
7,1258	0,278
7,1508	0,284
7,1758	0,289
7,2009	0,295
7,2259	0,301
7,2509	0,307
7,2759	0,313
7,3009	0,320
7,3259	0,326
7,3510	0,332
7,3760	0,338
7,4010	0,344
7,4260	0,351
7,4510	0,357
7,4761	0,362
7,5011	0,368
7,5261	0,372
7,5511	0,377
7,5761	0,382
7,6011	0,386
7,6261	0,389
7,6511	0,393
7,6762	0,396
7,7012	0,398
7,7262	0,400
7,7512	0,402
7,7762	0,404
7,8012	0,405
7,8262	0,405
7,8512	0,405
7,8762	0,405
7,9012	0,405
7,9262	0,404
7,9512	0,402
7,9762	0,400
8,0012	0,398
8,0262	0,396
8,0511	0,393
8,0761	0,389
8,1011	0,385
8,1261	0,381
8,1511	0,377
8,1761	0,372
8,2011	0,367
8,2261	0,362
8,2510	0,356
8,2760	0,350
8,3010	0,343
8,3260	0,336
8,3510	0,330
8,3759	0,323
8,4009	0,316
8,4259	0,310
8,4509	0,303
8,4759	0,297
8,5008	0,291
8,5258	0,284
8,5508	0,278
8,5758	0,272
8,6008	0,266
8,6258	0,260
8,6507	0,255
8,6757	0,249
8,7007	0,244
8,7257	0,239
8,7507	0,235
8,7757	0,231
8,8007	0,227
8,8257	0,224
8,8506	0,221
8,8756	0,218
8,9006	0,216
8,9256	0,214
8,9506	0,212
8,9756	0,212
9,0006	0,211
9,0256	0,211
9,0506	0,212
9,0756	0,212
9,1006	0,214
9,1256	0,215
9,1506	0,218
9,1756	0,220
9,2006	0,223
9,2257	0,227
9,2507	0,230
9,2757	0,234
9,3007	0,239
9,3257	0,244
9,3507	0,249
9,3757	0,254
9,4008	0,260
9,4258	0,266
9,4508	0,272
9,4758	0,278
9,5008	0,284
9,5258	0,291
9,5509	0,297
9,5759	0,304
9,6009	0,311
9,6259	0,317
9,6509	0,324
9,6760	0,331
9,7010	0,337
9,7260	0,344
9,7510	0,352
9,7760	0,358
9,8011	0,364
9,8261	0,370
9,8511	0,375
9,8761	0,380
9,9011	0,385
9,9261	0,389
9,9511	0,393
9,9762	0,397
10,0012	0,400
10,0262	0,403
10,0512	0,405
10,0762	0,407
10,1012	0,409
10,1262	0,410
10,1512	0,411
10,1762	0,411
10,2012	0,411
10,2262	0,410
10,2512	0,409
10,2762	0,407
10,3012	0,405
10,3262	0,403
10,3512	0,400
10,3762	0,397
10,4011	0,394
10,4261	0,390
10,4511	0,386
10,4761	0,381
10,5011	0,376
10,5261	0,371
10,5511	0,365
10,5760	0,359
10,6010	0,353
10,6260	0,346
10,6510	0,339
10,6760	0,332
10,7009	0,326
10,7259	0,319
10,7509	0,313
10,7759	0,306
10,8009	0,299
10,8259	0,293
10,8508	0,287
10,8758	0,280
10,9008	0,274
10,9258	0,268
10,9508	0,262
10,9757	0,257
11,0007	0,251
11,0257	0,246
11,0507	0,241
11,0757	0,237
11,1007	0,233
11,1257	0,229
11,1507	0,225
11,1756	0,223
11,2006	0,220
11,2256	0,218
11,2506	0,216
11,2756	0,214
11,3006	0,214
11,3256	0,213
11,3506	0,213
11,3756	0,213
11,4006	0,214
11,4256	0,216
11,4506	0,217
11,4756	0,219
11,5006	0,222
11,5257	0,225
11,5507	0,228
11,5757	0,232
11,6007	0,235
11,6257	0,240
11,6507	0,244
11,6757	0,249
11,7007	0,254
11,7258	0,260
11,7508	0,265
11,7758	0,271
11,8008	0,277
11,8258	0,283
11,8508	0,289
11,8759	0,295
11,9009	0,302
11,9259	0,308
11,9509	0,314
11,9759	0,321
12,0010	0,327
12,0260	0,333
12,0510	0,339
12,0760	0,347
12,1010	0,353
12,1260	0,358
12,1511	0,364
12,1761	0,369
12,2011	0,373
12,2261	0,378
12,2511	0,382
12,2761	0,385
12,3011	0,389
12,3261	0,392
12,3511	0,394
12,3762	0,397
12,4012	0,399
12,4262	0,400
12,4512	0,401
12,4762	0,402
12,5012	0,402
12,5262	0,402
12,5512	0,401
12,5762	0,400
12,6012	0,399
12,6262	0,397
12,6511	0,395
12,6761	0,393
12,7011	0,390
12,7261	0,387
12,7511	0,383
12,7761	0,380
12,8011	0,375
12,8261	0,371
12,8511	0,366
12,8761	0,361
12,9010	0,356
12,9260	0,349
12,9510	0,344
12,9760	0,338
13,0010	0,332
13,0259	0,326
13,0509	0,321
13,0759	0,315
13,1009	0,309
13,1259	0,304
13,1509	0,298
13,1758	0,292
13,2008	0,287
13,2258	0,281
13,2508	0,276
13,2758	0,271
13,3008	0,266
13,3258	0,262
13,3507	0,257
13,3757	0,253
13,4007	0,249
13,4257	0,246
13,4507	0,243
13,4757	0,240
13,5007	0,237
13,5257	0,235
13,5507	0,233
13,5757	0,231
13,6007	0,230
13,6257	0,229
13,6507	0,229
13,6757	0,229
13,7007	0,229
13,7257	0,230
13,7507	0,231
13,7757	0,232
13,8007	0,234
13,8257	0,236
13,8507	0,238
13,8757	0,241
13,9007	0,244
13,9257	0,247
13,9507	0,250
13,9757	0,254
14,0007	0,258
14,0258	0,262
14,0508	0,266
14,0758	0,271
14,1008	0,275
14,1258	0,280
14,1508	0,285
14,1758	0,290
14,2009	0,295
14,2259	0,300
14,2509	0,305
14,2759	0,310
14,3009	0,315
14,3259	0,320
14,3509	0,325
14,3760	0,330
14,4010	0,334
14,4260	0,339
14,4510	0,343
14,4760	0,349
14,5010	0,353
14,5260	0,357
14,5510	0,361
14,5761	0,364
14,6011	0,367
14,6261	0,369
14,6511	0,372
14,6761	0,374
14,7011	0,376
14,7261	0,378
14,7511	0,379
14,7761	0,380
14,8011	0,380
14,8261	0,381
14,8511	0,381
14,8761	0,380
14,9011	0,380
14,9261	0,379
14,9511	0,378
14,9761	0,376
15,0011	0,374
15,0261	0,372
15,0511	0,370
15,0761	0,367
15,1011	0,364
15,1261	0,362
15,1510	0,358
15,1760	0,355
15,2010	0,351
15,2260	0,346
15,2510	0,342
15,2760	0,338
15,3010	0,334
15,3260	0,330
15,3509	0,326
15,3759	0,322
15,4009	0,318
15,4259	0,314
15,4509	0,309
15,4759	0,305
15,5009	0,302
15,5259	0,298
15,5509	0,294
15,5758	0,290
15,6008	0,287
15,6258	0,283
15,6508	0,280
15,6758	0,277
15,7008	0,274
15,7258	0,271
15,7508	0,268
15,7758	0,266
15,8008	0,264
15,8258	0,262
15,8508	0,261
15,8758	0,259
15,9008	0,258
15,9257	0,257
15,9507	0,256
15,9757	0,256
16,0007	0,256
16,0257	0,256
16,0507	0,256
16,0757	0,256
16,1007	0,257
16,1258	0,258
16,1508	0,259
16,1758	0,261
16,2008	0,262
16,2258	0,264
16,2508	0,266
16,2758	0,268
16,3008	0,270
16,3258	0,273
16,3508	0,275
16,3758	0,278
16,4008	0,281
16,4258	0,283
16,4508	0,286
16,4758	0,289
16,5008	0,292
16,5259	0,295
16,5509	0,298
16,5759	0,301
16,6009	0,304
16,6259	0,307
16,6509	0,310
16,6759	0,313
16,7009	0,316
16,7259	0,319
16,7509	0,321
16,7759	0,324
16,8009	0,327
16,8260	0,329
16,8510	0,331
16,8760	0,334
16,9010	0,336
16,9260	0,337
16,9510	0,339
16,9760	0,341
17,0010	0,342
17,0260	0,344
17,0510	0,346
17,0760	0,347
17,1010	0,348
17,1260	0,349
17,1510	0,349
17,1760	0,349
17,2010	0,349
17,2260	0,349
17,2510	0,349
17,2760	0,348
17,3010	0,348
17,3260	0,347
17,3510	0,345
17,3760	0,343
17,4010	0,342
17,4260	0,341
17,4510	0,340
17,4760	0,338
17,5010	0,337
17,5260	0,335
17,5510	0,334
17,5760	0,332
17,6010	0,330
17,6260	0,328
17,6509	0,326
17,6759	0,324
17,7009	0,322
17,7259	0,321
17,7509	0,319
17,7759	0,317
17,8009	0,315
17,8259	0,313
17,8509	0,311
17,8759	0,310
17,9009	0,308
17,9259	0,306
17,9509	0,305
17,9759	0,303
18,0009	0,302
18,0259	0,300
18,0509	0,299
18,0759	0,298
18,1009	0,297
18,1259	0,295
18,1509	0,294
18,1759	0,294
18,2009	0,293
18,2258	0,292
18,2508	0,291
18,2758	0,291
18,3008	0,290
18,3258	0,290
18,3508	0,290
18,3758	0,289
18,4008	0,289
18,4258	0,289
18,4508	0,289
18,4758	0,289
18,5008	0,289
18,5258	0,289
18,5508	0,290
18,5758	0,290
18,6008	0,290
18,6258	0,291
18,6508	0,291
18,6758	0,292
18,7008	0,292
18,7259	0,293
18,7509	0,293
18,7759	0,294
18,8009	0,294
18,8259	0,295
18,8509	0,296
18,8759	0,296
18,9009	0,297
18,9259	0,298
18,9509	0,298
18,9759	0,299
19,0009	0,299
19,0259	0,300
19,0509	0,301
19,0759	0,302
19,1009	0,302
19,1259	0,303
19,1509	0,303
19,1759	0,304
19,2009	0,304
19,2259	0,305
19,2509	0,305
19,2759	0,306
19,3009	0,307
19,3259	0,307
19,3509	0,308
19,3759	0,308
19,4009	0,309
19,4259	0,309
19,4509	0,310
19,4759	0,310
19,5009	0,311
19,5259	0,311
19,5509	0,312
19,5759	0,312
19,6009	0,313
19,6259	0,313
19,6509	0,314
19,6759	0,315
19,7009	0,315
19,7259	0,316
19,7509	0,316
19,7759	0,317
19,8009	0,317
19,8259	0,318
19,8509	0,319
19,8759	0,319
19,9009	0,320
19,9259	0,320
19,9509	0,321
19,9759	0,322
20,0009	0,322
20,0259	0,323
20,0509	0,324
20,0759	0,324
20,1009	0,325
20,1259	0,325
20,1509	0,326
20,1759	0,326
20,2009	0,327
20,2260	0,327
20,2510	0,328
20,2760	0,328
20,3010	0,328
20,3260	0,329
20,3510	0,329
20,3760	0,329
20,4010	0,329
20,4260	0,329
20,4510	0,329
20,4760	0,329
20,5010	0,329
20,5260	0,329
20,5510	0,328
20,5760	0,328
20,6010	0,327
20,6260	0,327
20,6509	0,326
20,6759	0,325
20,7009	0,325
20,7259	0,324
20,7509	0,323
20,7759	0,322
20,8009	0,320
20,8259	0,319
20,8509	0,318
20,8759	0,316
20,9009	0,315
20,9259	0,314
20,9509	0,312
20,9759	0,310
21,0009	0,309
21,0259	0,307
21,0509	0,305
21,0759	0,303
21,1009	0,302
21,1259	0,300
21,1509	0,298
21,1759	0,296
21,2009	0,294
21,2259	0,293
21,2508	0,291
21,2758	0,289
21,3008	0,287
21,3258	0,286
21,3508	0,284
21,3758	0,283
21,4008	0,281
21,4258	0,280
21,4508	0,279
21,4758	0,277
21,5008	0,276
21,5258	0,276
21,5508	0,275
21,5758	0,274
21,6008	0,274
21,6258	0,273
21,6508	0,273
21,6758	0,273
21,7008	0,273
21,7258	0,273
21,7508	0,274
21,7758	0,274
21,8008	0,275
21,8258	0,276
21,8508	0,277
21,8758	0,278
21,9008	0,279
21,9258	0,281
21,9508	0,283
21,9758	0,284
22,0008	0,286
22,0258	0,288
22,0508	0,291
22,0759	0,293
22,1009	0,295
22,1259	0,298
22,1509	0,301
22,1759	0,303
22,2009	0,306
22,2259	0,309
22,2509	0,312
22,2759	0,315
22,3009	0,318
22,3259	0,321
22,3509	0,324
22,3759	0,327
22,4010	0,330
22,4260	0,333
22,4510	0,336
22,4760	0,338
22,5010	0,341
22,5260	0,344
22,5510	0,346
22,5760	0,349
22,6010	0,352
22,6260	0,354
22,6510	0,357
22,6760	0,358
22,7010	0,360
22,7260	0,361
22,7511	0,362
22,7761	0,363
22,8011	0,364
22,8261	0,364
22,8511	0,364
22,8761	0,364
22,9011	0,364
22,9261	0,364
22,9511	0,363
22,9761	0,362
23,0010	0,361
23,0260	0,359
23,0510	0,358
23,0760	0,356
23,1010	0,353
23,1260	0,351
23,1510	0,348
23,1760	0,346
23,2010	0,341
23,2260	0,338
23,2510	0,335
23,2760	0,331
23,3010	0,327
23,3259	0,324
23,3509	0,320
23,3759	0,316
23,4009	0,312
23,4259	0,308
23,4509	0,304
23,4759	0,300
23,5009	0,297
23,5259	0,293
23,5508	0,289
23,5758	0,285
23,6008	0,281
23,6258	0,277
23,6508	0,274
23,6758	0,270
23,7008	0,267
23,7258	0,264
23,7508	0,261
23,7757	0,258
23,8007	0,255
23,8257	0,253
23,8507	0,251
23,8757	0,249
23,9007	0,247
23,9257	0,246
23,9507	0,245
23,9757	0,244
24,0007	0,243
24,0257	0,243
24,0507	0,243
24,0757	0,243
24,1007	0,244
24,1257	0,245
24,1507	0,246
24,1757	0,248
24,2007	0,250
24,2257	0,252
24,2507	0,254
24,2757	0,257
24,3008	0,260
24,3258	0,263
24,3508	0,266
24,3758	0,270
24,4008	0,274
24,4258	0,278
24,4508	0,282
24,4758	0,286
24,5008	0,291
24,5259	0,295
24,5509	0,300
24,5759	0,305
24,6009	0,310
24,6259	0,315
24,6509	0,319
24,6759	0,324
24,7010	0,329
24,7260	0,334
24,7510	0,339
24,7760	0,344
24,8010	0,350
24,8260	0,354
24,8510	0,359
24,8761	0,363
24,9011	0,367
24,9261	0,370
24,9511	0,374
24,9761	0,377
25,0011	0,379
25,0261	0,382
25,0511	0,384
25,0761	0,386
25,1011	0,387
25,1261	0,389
25,1511	0,389
25,1761	0,390
25,2011	0,390
25,2261	0,390
25,2511	0,389
25,2761	0,389
25,3011	0,387
25,3261	0,386
25,3511	0,384
25,3761	0,382
25,4011	0,379
25,4261	0,376
25,4511	0,373
25,4761	0,369
25,5011	0,365
25,5261	0,361
25,5510	0,357
25,5760	0,352
25,6010	0,348
25,6260	0,342
25,6510	0,336
25,6760	0,330
25,7009	0,325
25,7259	0,319
25,7509	0,314
25,7759	0,308
25,8009	0,303
25,8259	0,297
25,8508	0,292
25,8758	0,286
25,9008	0,281
25,9258	0,276
25,9508	0,270
25,9758	0,265
26,0008	0,261
26,0257	0,256
26,0507	0,252
26,0757	0,248
26,1007	0,244
26,1257	0,240
26,1507	0,237
26,1757	0,234
26,2007	0,231
26,2257	0,229
26,2507	0,227
26,2757	0,225
26,3007	0,224
26,3256	0,223
26,3506	0,223
26,3756	0,223
26,4006	0,223
26,4256	0,224
26,4507	0,225
26,4757	0,226
26,5007	0,228
26,5257	0,230
26,5507	0,233
26,5757	0,236
26,6007	0,240
26,6257	0,243
26,6507	0,247
26,6757	0,251
26,7007	0,256
26,7258	0,261
26,7508	0,266
26,7758	0,271
26,8008	0,277
26,8258	0,282
26,8508	0,288
26,8759	0,294
26,9009	0,300
26,9259	0,306
26,9509	0,312
26,9759	0,318
27,0009	0,324
27,0260	0,330
27,0510	0,336
27,0760	0,342
27,1010	0,350
27,1260	0,355
27,1510	0,361
27,1761	0,366
27,2011	0,371
27,2261	0,376
27,2511	0,380
27,2761	0,384
27,3011	0,388
27,3261	0,391
27,3511	0,394
27,3762	0,397
27,4012	0,399
27,4262	0,401
27,4512	0,402
27,4762	0,403
27,5012	0,404
27,5262	0,404
27,5512	0,404
27,5762	0,403
27,6012	0,402
27,6262	0,401
27,6512	0,399
27,6762	0,397
27,7011	0,395
27,7261	0,392
27,7511	0,389
27,7761	0,385
27,8011	0,381
27,8261	0,377
27,8511	0,372
27,8761	0,367
27,9011	0,361
27,9260	0,356
27,9510	0,350
27,9760	0,342
28,0010	0,336
28,0260	0,330
28,0509	0,324
28,0759	0,318
28,1009	0,311
28,1259	0,305
28,1509	0,299
28,1758	0,292
28,2008	0,286
28,2258	0,280
28,2508	0,274
28,2758	0,268
28,3008	0,263
28,3257	0,257
28,3507	0,252
28,3757	0,247
28,4007	0,243
28,4257	0,238
28,4507	0,234
28,4757	0,230
28,5007	0,227
28,5257	0,224
28,5506	0,222
28,5756	0,219
28,6006	0,218
28,6256	0,216
28,6506	0,215
28,6756	0,215
28,7006	0,215
28,7256	0,215
28,7506	0,216
28,7756	0,217
28,8006	0,219
28,8256	0,221
28,8506	0,223
28,8757	0,226
28,9007	0,229
28,9257	0,233
28,9507	0,237
28,9757	0,241
29,0007	0,246
29,0257	0,251
29,0507	0,256
29,0758	0,261
29,1008	0,267
29,1258	0,272
29,1508	0,278
29,1758	0,284
29,2008	0,291
29,2259	0,297
29,2509	0,303
29,2759	0,309
29,3009	0,316
29,3259	0,322
29,3510	0,329
29,3760	0,335
29,4010	0,341
29,4260	0,349
29,4510	0,355
29,4760	0,361
29,5011	0,366
29,5261	0,371
29,5511	0,376
29,5761	0,380
29,6011	0,384
29,6261	0,388
29,6511	0,392
29,6761	0,395
29,7012	0,397
29,7262	0,400
29,7512	0,402
29,7762	0,403
29,8012	0,404
29,8262	0,405
29,8512	0,405
29,8762	0,405
29,9012	0,404
29,9262	0,403
29,9512	0,402
29,9762	0,400
30,0012	0,398
30,0261	0,395
30,0511	0,393
30,0761	0,389
30,1011	0,386
30,1261	0,382
30,1511	0,377
30,1761	0,373
30,2011	0,368
30,2261	0,363
30,2510	0,357
30,2760	0,352
30,3010	0,344
30,3260	0,338
30,3510	0,332
30,3759	0,326
30,4009	0,319
30,4259	0,313
30,4509	0,307
30,4759	0,301
30,5009	0,295
30,5258	0,289
30,5508	0,283
30,5758	0,277
30,6008	0,272
30,6258	0,266
30,6508	0,261
30,6757	0,256
30,7007	0,251
30,7257	0,247
30,7507	0,243
30,7757	0,239
30,8007	0,235
30,8257	0,232
30,8507	0,230
30,8757	0,227
30,9007	0,225
30,9256	0,223
30,9506	0,222
30,9756	0,221
31,0006	0,221
31,0256	0,221
31,0506	0,221
31,0756	0,222
31,1006	0,223
31,1257	0,224
31,1507	0,226
31,1757	0,229
31,2007	0,231
31,2257	0,234
31,2507	0,238
31,2757	0,241
31,3007	0,245
31,3257	0,249
31,3507	0,254
31,3758	0,258
31,4008	0,263
31,4258	0,268
31,4508	0,274
31,4758	0,279
31,5008	0,284
31,5258	0,290
31,5509	0,296
31,5759	0,302
31,6009	0,307
31,6259	0,313
31,6509	0,319
31,6759	0,324
31,7010	0,330
31,7260	0,335
31,7510	0,341
31,7760	0,348
31,8010	0,353
31,8260	0,358
31,8511	0,362
31,8761	0,367
31,9011	0,371
31,9261	0,374
31,9511	0,378
31,9761	0,381
32,0011	0,384
32,0261	0,386
32,0511	0,388
32,0761	0,390
32,1011	0,391
32,1261	0,392
32,1511	0,393
32,1761	0,393
32,2011	0,393
32,2261	0,392
32,2511	0,391
32,2761	0,390
32,3011	0,389
32,3261	0,387
32,3511	0,385
32,3761	0,382
32,4011	0,379
32,4261	0,376
32,4511	0,373
32,4761	0,369
32,5011	0,365
32,5260	0,361
32,5510	0,357
32,5760	0,352
32,6010	0,346
32,6260	0,341
32,6510	0,336
32,6760	0,331
32,7009	0,326
32,7259	0,320
32,7509	0,315
32,7759	0,310
32,8009	0,305
32,8259	0,300
32,8509	0,295
32,8758	0,291
32,9008	0,286
32,9258	0,281
32,9508	0,277
32,9758	0,272
33,0008	0,268
33,0258	0,265
33,0508	0,261
33,0757	0,257
33,1007	0,254
33,1257	0,251
33,1507	0,249
33,1757	0,247
33,2007	0,245
33,2257	0,243
33,2507	0,241
33,2757	0,240
33,3007	0,240
33,3257	0,239
33,3507	0,239
33,3757	0,239
33,4007	0,240
33,4257	0,241
33,4507	0,242
33,4757	0,243
33,5007	0,245
33,5257	0,247
33,5507	0,249
33,5757	0,252
33,6007	0,255
33,6257	0,257
33,6508	0,261
33,6758	0,264
33,7008	0,268
33,7258	0,271
33,7508	0,275
33,7758	0,279
33,8008	0,283
33,8258	0,287
33,8508	0,292
33,8759	0,296
33,9009	0,300
33,9259	0,304
33,9509	0,309
33,9759	0,313
34,0009	0,317
34,0259	0,321
34,0509	0,325
34,0760	0,329
34,1010	0,333
34,1260	0,337
34,1510	0,340
34,1760	0,344
34,2010	0,349
34,2260	0,352
34,2510	0,354
34,2760	0,357
34,3010	0,359
34,3261	0,362
34,3511	0,363
34,3761	0,365
34,4011	0,366
34,4261	0,367
34,4511	0,368
34,4761	0,369
34,5011	0,369
34,5261	0,369
34,5511	0,369
34,5761	0,368
34,6011	0,368
34,6261	0,367
34,6511	0,365
34,6761	0,364
34,7011	0,362
34,7260	0,361
34,7510	0,358
34,7760	0,356
34,8010	0,354
34,8260	0,351
34,8510	0,347
34,8760	0,344
34,9010	0,341
34,9260	0,338
34,9510	0,334
34,9760	0,331
35,0010	0,328
35,0259	0,324
35,0509	0,321
35,0759	0,318
35,1009	0,314
35,1259	0,311
35,1509	0,308
35,1759	0,305
35,2009	0,302
35,2259	0,298
35,2509	0,295
35,2759	0,293
35,3008	0,290
35,3258	0,287
35,3508	0,285
35,3758	0,282
35,4008	0,280
35,4258	0,278
35,4508	0,276
35,4758	0,275
35,5008	0,273
35,5258	0,272
35,5508	0,270
35,5758	0,269
35,6008	0,269
35,6258	0,268
35,6508	0,268
35,6758	0,267
35,7008	0,267
35,7258	0,267
35,7508	0,268
35,7758	0,268
35,8008	0,269
35,8258	0,270
35,8508	0,271
35,8758	0,272
35,9008	0,273
35,9258	0,275
35,9508	0,276
35,9758	0,278
36,0008	0,280
36,0258	0,282
36,0508	0,283
36,0758	0,286
36,1008	0,288
36,1258	0,290
36,1508	0,292
36,1759	0,294
36,2009	0,296
